what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.wst.server.preview.adapter,1.1.200.v20130502_1436,"org.eclipse.wst.server.preview.adapter",1403697587349
stopped,bundle,org.eclipse.wst.server.http.ui,1.0.300.v20120821_1517,"org.eclipse.wst.server.http.ui",1403697587350
stopped,bundle,org.eclipse.wst.server.ui,1.4.200.v20140106_1456,"org.eclipse.wst.server.ui",1403697587350
stopped,bundle,org.eclipse.debug.ui,3.9.0.v20130516-1713,"org.eclipse.debug.ui",1403697587356
stopped,bundle,org.eclipse.rse.subsystems.files.dstore,2.1.300.201205241511,"org.eclipse.rse.subsystems.files.dstore",1403697587357
stopped,bundle,org.eclipse.rse.subsystems.processes.dstore,2.1.400.201205062159,"org.eclipse.rse.subsystems.processes.dstore",1403697587358
stopped,bundle,org.eclipse.rse.subsystems.shells.dstore,2.1.400.201205062159,"org.eclipse.rse.subsystems.shells.dstore",1403697587358
stopped,bundle,org.eclipse.rse.connectorservice.dstore,3.1.301.201209211856,"org.eclipse.rse.connectorservice.dstore",1403697587359
stopped,bundle,org.eclipse.rse.subsystems.files.local,2.1.300.201205062159,"org.eclipse.rse.subsystems.files.local",1403697587359
stopped,bundle,org.eclipse.rse.subsystems.processes.local,2.1.400.201205062159,"org.eclipse.rse.subsystems.processes.local",1403697587360
stopped,bundle,org.eclipse.rse.subsystems.shells.local,2.1.400.201205062159,"org.eclipse.rse.subsystems.shells.local",1403697587360
stopped,bundle,org.eclipse.rse.connectorservice.local,2.1.400.201205062159,"org.eclipse.rse.connectorservice.local",1403697587360
stopped,bundle,org.eclipse.rse.subsystems.files.ssh,2.1.300.201205062159,"org.eclipse.rse.subsystems.files.ssh",1403697587361
stopped,bundle,org.eclipse.rse.subsystems.shells.ssh,2.1.400.201205062159,"org.eclipse.rse.subsystems.shells.ssh",1403697587361
stopped,bundle,org.eclipse.rse.subsystems.terminals.ssh,1.0.200.201205062159,"org.eclipse.rse.subsystems.terminals.ssh",1403697587362
stopped,bundle,org.eclipse.rse.connectorservice.ssh,2.1.300.201205062159,"org.eclipse.rse.connectorservice.ssh",1403697587363
stopped,bundle,org.eclipse.rse.connectorservice.telnet,1.2.300.201205071750,"org.eclipse.rse.connectorservice.telnet",1403697587363
stopped,bundle,org.eclipse.rse.dstore.security,3.0.400.201205062159,"org.eclipse.rse.dstore.security",1403697587364
stopped,bundle,org.eclipse.rse.efs,2.1.401.201301141950,"org.eclipse.rse.efs",1403697587364
stopped,bundle,org.eclipse.rse.subsystems.files.ftp,2.2.0.201305152119,"org.eclipse.rse.subsystems.files.ftp",1403697587365
stopped,bundle,org.eclipse.rse.subsystems.shells.core,3.1.300.201205141739,"org.eclipse.rse.subsystems.shells.core",1403697587366
stopped,bundle,org.eclipse.rse.subsystems.files.core,3.3.1.201211140039,"org.eclipse.rse.subsystems.files.core",1403697587366
stopped,bundle,org.eclipse.rse.subsystems.processes.shell.linux,1.1.400.201205062159,"org.eclipse.rse.subsystems.processes.shell.linux",1403697587366
stopped,bundle,org.eclipse.rse.subsystems.processes.core,3.1.300.201205062159,"org.eclipse.rse.subsystems.processes.core",1403697587367
